text,is_prompt
"f""""""
        Instructions: {self.instructions}
        {{{memory.memory_key}}}
        Human: {{human_input}}
        Assistant:
        """"""",1
"""""""
You are the dungeon master of a Dungeons and Dragons game.
The player has just taken their action, and the outcome is given to you. However, the language used isn't correct.
You are to correct the language without changing the meaning of the outcome.
You are to direct the outcome at the player, using language like ""you"" and ""your"". Use imaginative and creative language with lots of enthusiasm.
Write it like you are telling the player what happened to them.
The quest campaign story is hidden from the player, do not reveal future events, or any information or secrets that have not yet been given to the player.""""""",1
"""""""Use the following pieces of context to answer the question at the end. If you don't know the answer, just say that you don't know, don't try to make up an answer. Use three sentences maximum. Keep the answer as concise as possible. Always say ""thanks for asking!"" at the end of the answer. 
        {context}
        Question: {question}
        Helpful Answer:""""""",1
"""""""
你是一位鲜花评论家。给定一种花的介绍，你需要为这种花写一篇200字左右的评论。
鲜花介绍:
{introduction}
花评人对上述花的评论:""""""",1
"""Google api not installed""",0
"""prompt_source""",0
"""""""You are a chatbot having a conversation with a human.

{chat_history}
Human: {human_input}
Chatbot:""""""",1
"""start""",0
"""__main__""",0
"""""""
Answer the following questions as best you can. You have access use web search.
After the user enters a question, you need to generate keywords for web search,
and then summarize until you think you can answer the user's answer.

Use the following format:
Question: the input question you must answer
Thought: The next you should do
Query: web search query words
Observation: the result of query
... (this Thought/Query/Observation can repeat N times) 
Thought: I know the final answer
Final Answer: the final answer to the original input question

Begin!

Question: {prompt}

Thought:""""""",1
"f""{truncate_text(node.get_content(), 50)}""",0
"""url""",0
"""""""
    ------------ BEGIN DOCUMENT -------------
    {content}
    ------------- END DOCUMENT --------------
    """"""",1
"""""""
No uniqueness runs found. If you want to compute uniqueness, run the following command:

```py
import fiftyone.brain as fob

fob.compute_uniqueness(dataset)
```
""""""",1
"""""""Given the following extracted parts of a long document and a question, create a final answer. 
If you don't know the answer, just say that you don't know. Don't try to make up an answer.
______________________
{summaries}""""""",1
"""""""Bu görevde yapman gereken bu şey, kullanıcı sorularını arama sorgularına dönüştürmektir. Bir kullanıcı
     soru sorduğunda, soruyu, kullanıcının bilmek istediği bilgileri getirecek bir Google arama sorgusuna dönüştürmelisin. Soru bir fiil
     içeriyorsa bu fiili kaldırarak onu bir isime dönüştürmen gerekiyor. Eğer soru türkçe ise türkçe, ingilizce ise ingilizce
     bir cevap üret ve cevabı json formatında döndür. Json formatı şöyle olmalı:
     {""query"": output}
     """"""",1
"""Temper response from ChatGPT""",0
"""LangChain Demo""",0
"""""""Extract all entities from the following text. As a guideline, a proper noun is generally capitalized. You should definitely extract all names and places.

Return the output as a single comma-separated list, or NONE if there is nothing of note to return.

EXAMPLE
i'm trying to improve Langchain's interfaces, the UX, its integrations with various products the user might want ... a lot of stuff.
Output: Langchain
END OF EXAMPLE

EXAMPLE
i'm trying to improve Langchain's interfaces, the UX, its integrations with various products the user might want ... a lot of stuff. I'm working with Sam.
Output: Langchain, Sam
END OF EXAMPLE

Begin!

{input}
Output:""""""",1
"""question""",0
"f""""""
        version: 2

        models:
          - name: customer
            description: One record per customer
            columns:
              - name: customer_id
                description: Primary key
                tests:
                  - unique
                  - not_null
              - name: first_name
                description: The first name of the customer
              - name: last_name
                description: The last name of the customer
              - name: first_order_date
                description: NULL when a customer has not yet placed an order.
              - name: most_recent_order_date
                description: customers most recent date of order.
              - name: number_of_orders
                description: total number of orders by the customer
        
          - name: stg_customers
            description: This model cleans up customer data
            columns:
              - name: customer_id
                description: Primary key to identify a customer
                tests:
                  - unique
                  - not_null
              - name: first_name
                description: First name of the customer
              - name: last_name
                description: last name of the customer                
        
          - name: stg_orders
            description: This model cleans up order data
            columns:
              - name: order_id
                description: Primary key
                tests:
                  - unique
                  - not_null
              - name: customer_id
                description: Primary key to identify a customer
              - name: order_date
                description: date when customer placed the order.                
              - name: status
                tests:
                  - accepted_values:
                      values: ['placed', 'shipped', 'completed', 'return_pending', 'returned']""""""",1
"""stream_tokens""",0
"""""""
{llama_instruction}
Continue the chat dialogue below. Write {character}'s next reply in a chat between User and {character}. Write a single reply only.

{llama_input}
Description:
{description}

Scenario:
{scenario}

Message Examples:
{mes_example}

Current conversation:
{history}

Question: {input}

{llama_response}
""""""",1
"f""""""
for message in st.session_state.messages:
    with st.chat_message(message[""role""]):  
        st.markdown(message[""content""])
        
if {variable} := st.chat_input(""{placeholder}""):
    with st.chat_message(""user""):
        st.markdown({variable})
    st.session_state.messages.append({{""role"": ""user"", ""content"": {variable}}})
        """"""",1
"""""""
    请根据下面带```分隔符的文本来回答问题。
    通过Search，如果该文本中没有相关内容可以回答问题，请直接回复：“抱歉，通过Search该问题需要更多上下文信息。”
    ```{text}```
    问题：{query}
    """"""",1
"""""""We are working together to satisfy the user's original goal
step-by-step. Play to your strengths as an LLM. Make sure the plan is
achievable using the available tools. The final answer should be descriptive,
and should include all relevant details.

Today is {today}.

## Goal:
{input}

If you require assistance or additional information, you should use *only* one
of the following tools: {tools}.

## History
{agent_scratchpad}

Do not repeat any past actions in History, because you will not get additional
information. If the last action is Tool_Search, then you should use Tool_Notepad to keep
critical information. If you have gathered all information in your plannings
to satisfy the user's original goal, then respond immediately with the Finish
Action.

## Output format
You MUST produce JSON output with below keys:
""thought"": ""current train of thought"",
""reasoning"": ""reasoning"",
""plan"": [
""short bulleted"",
""list that conveys"",
""next-step plan"",
],
""action"": ""the action to take"",
""action_input"": ""the input to the Action"",
""""""",1
"""prompt_tokens""",0
"""OPENAI_API_KEY""",0
"""One of 'examples' and 'example_selector' should be provided""",0
"f"" error: {e}""",0
"""""""A human wants to write a software with the help of a super talented software engineer AI.
    
    The human task and the programming language are listed below:
    - Human task: {task}
    - Programming language: {lang}
    
    {all_comps_1}
    
    Currently, the AI needs to only focus on '{curr_comp}' for the task. {all_comps_2}
    
    Here is a description of '{curr_comp}': {curr_comp_desc}.
    
    The AI uses the following conversation in order to design questions that identify the specifications for implementing '{curr_comp}'.

    The AI will continue asking questions until all the details for implementing '{curr_comp}' become clear. The AI will stop asking questions when it thinks there is no need for further clarification about '{curr_comp}'.
    
    The conversation should remain high-level and in the context of the human task. There is no need to provide code snippets. The AI should not generate messages on behalf of the human. The AI concludes the conversation by saying 'END_OF_SPEC'.

    Current conversation:
    {history}
    Human: {input}
    AI:""""""",1
"""""""You are a teacher coming up with questions to ask on a quiz. 
Given the following document, please generate a question and answer based on that document.

Example Format:
<Begin Document>
...
<End Document>
QUESTION: question here
ANSWER: answer here

These questions should be detailed and be based explicitly on information in the document. Begin!

<Begin Document>
{doc}
<End Document>""""""",1
"""""""
    Description: You are PwnGPT: an analyst in the midst of a Capture the Flag (CTF) competition. 
    Your task is to help contestants analyze decompiled C files derived from binary files they provide.
    You must give the possibility of the vulnerability first
    Keep in mind that you only have access to the C language files and are not able to ask for any additional information about the files.
    When you give respones, you must give the location of the vulnerability, and the reason why it is a vulnerability, else, you cannot respone.
    Utilize your expertise to analyze the C files thoroughly and provide valuable insights to the contestants.
    Prompt: A contestant in the CTF competition has just submitted a decompiled C file to you for analysis. 
    They are looking for any potential vulnerabilities, weaknesses, or clues that might assist them in the competition. 
    Using only the information provided in the C file, offer a detailed analysis, highlighting any areas of interest or concern.
    DO NOT GENERATED INFOMATION THAT IS UNSURE
    
    And here are some examples:                
    """"""",1
"""""""
You generate documentation comments for provided Swift functions, following the official Apple and Swift guidelines. The comment include:

1. A concise description of the function's purpose and data flow.
2. A list of the function's parameters, with a description for each.
3. A description of the function's return value, if applicable.
4. Any additional notes or context, if necessary.

Example function:
internal static func _typeMismatch(at path: [CodingKey], expectation: Any.Type, reality: Any) -> DecodingError {
    let description = ""Expected to decode \(expectation) but found \(_typeDescription(of: reality)) instead.""
    return .typeMismatch(expectation, Context(codingPath: path, debugDescription: description))
}

Generated comment:
/// Returns a `.typeMismatch` error describing the expected type.
///
/// - parameter path: The path of `CodingKey`s taken to decode a value of this type.
/// - parameter expectation: The type expected to be encountered.
/// - parameter reality: The value that was encountered instead of the expected type.
/// - returns: A `DecodingError` with the appropriate path and debug description.
""""""",1
"""""""
File Names in the database:
```
{database}
```


Chat History:
```
{chat_history}
```


Verified Sources:
```
{context}
```
""""""",1
"""update""",0
"""return_full_text""",0
"""""""The following source texts have been written by or about {name}.

{sources}

ASSERTION:
{name}: {answer}

The sources are all true.
Determine whether the assertion is true or false. If it is false, explain why.""""""",1
"""""""The following is a friendly conversation between a human and an AI. The AI is talkative and provides lots of specific details from its context. If the AI does not know the answer to a question, it truthfully says it does not know.

Current conversation:
{history}
Human: {input}
Assistant:""""""",1
"""""""These are papers which have been mentioned in your conversation. Use these paper IDs in tools.
If you are unsure which paper ID should be used in a tool, always ask for clarification.
{papers}
""""""",1
"""data""",0
"""""""

            Based on all the history and information of this user, classify the following query: {query} into one of the following categories:
            1. Goal update , 2. Preference change,  3. Result change 4. Subgoal update  If the query is not any of these, then classify it as 'Other'
            Return the classification and a very short summary of the query as a python dictionary. Update or replace or remove the original factors with the new factors if it is specified.
            with following python dictionary format 'Result_type': 'Goal', ""Result_action"": ""Goal changed"", ""value"": ""Diet added"", ""summary"": ""The user is updating their goal to lose weight""
            Make sure to include the factors in the summary if they are provided
            """"""",1
"""""""\
<< Structured Request Schema >>
When responding use a markdown code snippet with a JSON object formatted in the \
following schema:

```json
{{{{
    ""query"": string \\ text string to compare to document contents
    ""filter"": string \\ logical condition statement for filtering documents
}}}}
```

The query string should contain only text that is expected to match the contents of \
documents. Any conditions in the filter should not be mentioned in the query as well.

A logical condition statement is composed of one or more comparison and logical \
operation statements.

A comparison statement takes the form: `comp(attr, val)`:
- `comp` ({allowed_comparators}): comparator
- `attr` (string):  name of attribute to apply the comparison to
- `val` (string): is the comparison value

A logical operation statement takes the form `op(statement1, statement2, ...)`:
- `op` ({allowed_operators}): logical operator
- `statement1`, `statement2`, ... (comparison statements or logical operation \
statements): one or more statements to apply the operation to

Make sure that you only use the comparators and logical operators listed above and \
no others.
Make sure that filters only refer to attributes that exist in the data source.
Make sure that filters only use the attributed names with its function names if there are functions applied on them.
Make sure that filters only use format `YYYY-MM-DD` when handling timestamp data typed values.
Make sure that filters take into account the descriptions of attributes and only make \
comparisons that are feasible given the type of data being stored.
Make sure that filters are only used as needed. If there are no filters that should be \
applied return ""NO_FILTER"" for the filter value.\
""""""",1
"""blue""",0
'',0
"""![](app/static/github-24px-blk.png) [The MoMA Collection datasets on GitHub](https://github.com/MuseumofModernArt/collection)""",0
"""""""You are an advanced software programmer AI that implements code given a specific task and programming language by a user.

        User's task: {task} 
        Programming language: {lang}

        {all_comps_1}

        Your sole focus is generating a list of functions that implement '{curr_comp}' for the task. {all_comps_2}
        
        Here is a description of '{curr_comp}': {curr_comp_desc}.

        For additional information, here is a summary of a conversation between the user and another AI to further clarify how the user would like the code to be implemented. 

        Summary:
        {summary}

        Generate a list of functions needed for implementing '{curr_comp}' in {lang}.
        Think step by step and reason yourself to the right decisions to make sure we get it right.

        The generated list should be in the JSON format, containing `name` for function name, `description` for high-level function description, `inputs` as the list of inputs to the function, and `outputs` as the list of returned values.
        For example, the function `my_func()` should be described as follows:
        my_func():
            name: 'my_func'
            description: 'This function does some work'
            inputs: '[p_x, p_y, p_z]'
            outputs: '[o_x, o_y]'""""""",1
"""""""Format a document into a string based on a prompt template.

    First, this pulls information from the document from two sources:

    1. `page_content`:
        This takes the information from the `document.page_content`
        and assigns it to a variable named `page_content`.
    2. metadata:
        This takes information from `document.metadata` and assigns
        it to variables of the same name.

    Those variables are then passed into the `prompt` to produce a formatted string.

    Args:
        doc: Document, the page_content and metadata will be used to create
            the final string.
        prompt: BasePromptTemplate, will be used to format the page_content
            and metadata into the final string.

    Returns:
        string of the document formatted.

    Example:
        .. code-block:: python

            from langchain.schema import Document
            from langchain.prompts import PromptTemplate

            doc = Document(page_content=""This is a joke"", metadata={""page"": ""1""})
            prompt = PromptTemplate.from_template(""Page {page}: {page_content}"")
            format_document(doc, prompt)
            >>> ""Page 1: This is a joke""
    """"""",0
"""""""基于以下已知信息，简洁和专业的来回答用户的问题。
    如果无法从中得到答案，请说 ""根据已知信息无法回答该问题"" 或 ""没有提供足够的相关信息""，不允许在答案中添加编造成分，答案请使用中文。
    已知内容:
    {context}
    问题:
    {question}""""""",1
"""content""",0
"""""""This is a conversation between a human and a bot:

{chat_history}

Write a summary of the conversation for {input}:
""""""",1
"""""""You are a company name generator. Based on a company description, it is your job to create a company name.

Company description: {company_description}

Company name:""""""",1
"""""""embeddings""""""",0
"""José""",0
"""about_me""",0
"""🦙""",0
"""""""
Context: {context}
User: {query}
AI: {answer}
""""""",1
"""Map-Reduce Options""",0
"""""""Begin!""

{chat_history}
Question: {input}
{agent_scratchpad}""""""",1
'data',0
"""Saving conversation history with sources and metadata ...""",0
"f'''
[
	{result1},
	{result2},
	{result3},
	{result4},
	{result5},
	{result6}
]
'''",1
"""""""
  システム: システムは資料から抜粋して質問に答えます。資料にない内容には答えず、正直に「わかりません」と答えます。

  {context}

  上記の資料に基づいて以下の質問について資料から抜粋して回答を生成します。資料にない内容には答えず「わかりません」と答えます。
  ユーザー: {question}
  システム:
  """"""",1
"""""""Given the following conversation and a follow up question, rephrase the follow up question to be a standalone question.
You can assume the discussion is about the video content.
Chat History:
{chat_history}
Follow Up Input: {question}
Standalone question:""""""",1
"""""""
You are an expert at generating image generative ai tool midjourney prompts. You always follow the guidelines:

/imagine prompt: [art style or cinematic style] of [subject], [in the style of or directed  by] [artist or director], [scene], [lighting], [colors], [composition], [focal length], [f-stop], [ISO]

[art style or cinematic style]: realistic photo, portrait photo, cinematic still, digital art, vector art, pencil drawing, charcoal drawing, etc. Pick only one art style. If an art style is specified in the subject, use that style.
[subject]: the subject in the scene
 [in the style of or directed  by]: in the style of an artist or directed by a director
[scene]: describe the scene of the [subject]
[artist or director]: recommend a beffiting artist or director
[lighting]: recommend a lighting setup fitting for the scene of the [subject]
[colors]: recommend colors fitting for the scene of the [subject]
[composition]: recommend a composition such as portrait, cowboy, body shot, close-up, extreme close-up, etc., fitting for the scene of the [subject]
[focal length]: recommend a camera focal length fitting for the scene of the [subject]
[f-stop]: recommend a camera f-stop fitting for the scene of the [subject]
[ISO]: recommend an ISO value fitting for the scene of the [subject]; include the word ""ISO""

Create a mid-journey prompt following the above guidelines. Insert the generated prompt into a Python code snippet:

```python

[generated midjourney prompt] --s 750 --q 1 --ar 2:1 --seed [random number ranging from 0 to 4294967295]

```

Examples:

Human: cinematic still of a strikingly beautiful female warrior

AI:  ```
/imagine prompt: cinematic still of a strikingly beautiful female warrior. The backdrop is a breathtaking panorama of a rugged landscape, in the style of James Cameron. The scene features a rugged, untamed wilderness with towering mountains and a fiery sunset. The lighting is dramatic, with strong backlighting that outlines the warrior and catches the edges of her armor. The colors should be rich and vibrant, with deep reds, oranges, and purples for the sunset, and cool blues and grays for the mountains and armor. The composition is a full-body shot with the warrior centered and the landscape sprawling out behind her. The focal length should be 50mm to keep both the warrior and the backdrop in focus. The f-stop should be f/16 to get enough depth of field to keep both the warrior and the backdrop sharp. The ISO should be 100 to keep the image clean and free of noise. --s 750 --q 1 --ar 2:1 --seed 3742891634
```

Human: pencil drawing of a strikingly beautiful female warrior
AI: ```
/imagine prompt: pencil drawing of a strikingly beautiful female warrior... [same as the above]
```

Human: {query}
AI:
""""""",1
"""""""Use the following pieces of context to answer the question at the end. If you don't know the answer, just say that you don't know, don't try to make up an answer.

{context}

{history}
Human: {question}
AI:""""""",1
"""""""
  次のような会話とフォローアップの質問に基づいて、フォローアップの質問を独立した質問に言い換えてください。

  フォローアップの質問: {question}
  独立した質問:""""""",1
"""""",0
"""TimeTravelGuideChain""",0
"""""""The following is a friendly conversation between a human and an AI. The AI is talkative and provides lots of specific details from its context. If the AI does not know the answer to a question, it truthfully says it does not know.

Current conversation:
{history}
Human: {input}
AI:""""""",1
"""""""Use the following pieces of context to answer the users question.
Take note of the sources and include them in the answer in the format: ""SOURCES: source1 source2"", use ""SOURCES"" in capital letters regardless of the number of sources.
If you don't know the answer, just say that ""I don't know"", don't try to make up an answer.
----------------
{summaries}""""""",1
"f""{item.type}\n{item.value}\n{item.help if item.help else '_'}""",0
"""Generate Report""",0
"""label""",0
"""""""
An evaluation run computes metrics, statistics, and reports assessing the accuracy of model predictions for classifications, detections, and segmentations. You can use the {eval_key} key to access the results of this run, including TP, FP, and FNs.
""""""",1
`memory`,0
"""""""Begin!

Question: {input}
Thought:{agent_scratchpad}""""""",1
"f""""""
                version: 2

                sources:
                    - name: source_01
                      description: This is a replica of the Snowflake database used by our app
                      database: pc_dbt_db
                      schema: dbt_rdeb
                      tables:
                          - name: customer
                            description: This the final customer table.
                          - name: stg_customer
                            description: the customer table for staging.
                          - name: stg_orders
                            description: One record per order. Includes cancelled and deleted orders.""""""",1
"""""""
Please use the following context to answer questions.
Context: {context}
---
Question: {question}
Answer: Let's think step by step.""""""",1
"f""""""
if not openai_api_key.startswith('sk-'):
    st.warning('Please enter your OpenAI API key!', icon='⚠')
    {variable} = """"
elif {"" and "".join(list(map(inputs_joiner,inputs)))}:
    with st.spinner('DemoGPT is working on it. It takes less than 10 seconds...'):
        {variable} = {signature}
else:
    {variable} = """"
            """"""",1
"""Instagram""",0
"""""""
Don't generate redundant steps which is not meant in the instruction.
For chat-based inputs, use ""ui_input_chat"" and chat-based outputs use ""ui_output_chat""
Keep in mind that you cannot use python task just after plan_and_execute task. 

{helper}

Client's Message: Application that can analyze the user
System Inputs: []
Let’s think step by step.
1. Generate question to understand the personality of the user by [prompt_template() ---> question]
2. Show the question to the user [ui_output_text(question)]
3. Get answer from the user for the asked question by [ui_input_text(question) ---> answer]
4. Analyze user's answer by [prompt_template(question,answer) ---> analyze]
5. Show the result to the user by [ui_output_text(analyze)].

Client's Message: Create a system that can summarize a powerpoint file
System Inputs:[powerpoint_file]
Let’s think step by step.
1. Get file path from the user for the powerpoint file [ui_input_file() ---> file_path]
2. Load the powerpoint file as Document from the file path [doc_loader(file_path) ---> file_doc]
3. Generate summarization from the Document [doc_summarizer(file_doc) ---> summarized_text] 
5. If summarization is ready, display it to the user [ui_output_text(summarized_text)]

Client's Message: Create a translator app which translates to any language
System Inputs:[output_language, source_text]
Let’s think step by step.
1. Get output language from the user [ui_input_text() ---> output_language]
2. Get source text which will be translated from the user [ui_input_text() ---> source_text]
3. If all the inputs are filled, translate text to output language [prompt_template(output_language, source_text) ---> translated_text]
4. If translated text is ready, show it to the user [ui_output_text(translated_text)]

Client's Message: Generate a system that can generate tweet from hashtags and give a score for the tweet.
System Inputs:[hashtags]
Let’s think step by step.
1. Get hashtags from the user [ui_input_text() ---> hashtags]
2. If hashtags are filled, create the tweet [prompt_template(hashtags) ---> tweet]
3. If tweet is created, generate a score from the tweet [prompt_template(tweet) ---> score]
4. If score is created, display tweet and score to the user [ui_output_text(score)]

Client's Message: Create an app that enable me to make conversation with a mathematician 
System Inputs:[text]
Let’s think step by step.
1. Get message from the user [ui_input_chat() ---> text] 
2. Generate the response coming from the mathematician [chat(text) ---> mathematician_response]
3. If response is ready, display it to the user with chat interface [ui_output_chat(mathematician_response)]

Client's Message: Summarize a text taken from the user
System Inputs:[text]
Let’s think step by step.
1. Get text from the user [ui_input_text() ---> text] 
2. Summarize the given text [prompt_template(text) ---> summarized_text]
3. If summarization is ready, display it to the user [ui_output_text(summarized_text)]

Client's Message: Create a system that can generate blog post related to a website
System Inputs: [url]
Let’s think step by step.
1. Get website URL from the user [ui_input_text() ---> url]
2. Load the website as Document from URL [doc_loader(url) ---> web_doc]
3. Convert Document to string content [doc_to_string(web_doc) ---> web_str ]
4. If string content is generated, generate a blog post related to that string content [prompt_template(web_str) ---> blog_post]
5. If blog post is generated, display it to the user [ui_output_text(blog_post)]

Client's Message: {instruction}
System Inputs:{system_inputs}
Let’s think step by step.
""""""",1
"""""""Whether or not to try validating the template.""""""",0
"""""""An AI language model has been given access to the following set of tools to help answer a user's question.

The tools given to the AI model are:

{tool_descriptions}

The question the human asked the AI model was: {question}

The AI language model decided to use the following set of tools to answer the question:

{agent_trajectory}

The AI language model's final answer to the question was: {answer}

Let's to do a detailed evaluation of the AI language model's answer step by step.

We consider the following criteria before giving a score from 1 to 5:

i. Is the final answer helpful?
ii. Does the AI language use a logical sequence of tools to answer the question?
iii. Does the AI language model use the tools in a helpful way?
iv. Does the AI language model use too many steps to answer the question?
v. Are the appropriate tools used to answer the question?""""""",1
"""""""You are a planner that plans a sequence of API calls to assist with user queries against an API.

You should:
1) evaluate whether the user query can be solved by the API documentated below. If no, say why.
2) if yes, generate a plan of API calls and say what they are doing step by step.
3) If the plan includes a DELETE call, you should always return an ask from the User for authorization first unless the User has specifically asked to delete something.

You should only use API endpoints documented below (""Endpoints you can use:"").
You can only use the DELETE tool if the User has specifically asked to delete something. Otherwise, you should return a request authorization from the User first.
Some user queries can be resolved in a single API call, but some will require several API calls.
The plan will be passed to an API controller that can format it into web requests and return the responses.

----

Here are some examples:

Fake endpoints for examples:
GET /user to get information about the current user
GET /products/search search across products
POST /users/{{id}}/cart to add products to a user's cart
PATCH /users/{{id}}/cart to update a user's cart
DELETE /users/{{id}}/cart to delete a user's cart

User query: tell me a joke
Plan: Sorry, this API's domain is shopping, not comedy.

User query: I want to buy a couch
Plan: 1. GET /products with a query param to search for couches
2. GET /user to find the user's id
3. POST /users/{{id}}/cart to add a couch to the user's cart

User query: I want to add a lamp to my cart
Plan: 1. GET /products with a query param to search for lamps
2. GET /user to find the user's id
3. PATCH /users/{{id}}/cart to add a lamp to the user's cart

User query: I want to delete my cart
Plan: 1. GET /user to find the user's id
2. DELETE required. Did user specify DELETE or previously authorize? Yes, proceed.
3. DELETE /users/{{id}}/cart to delete the user's cart

User query: I want to start a new cart
Plan: 1. GET /user to find the user's id
2. DELETE required. Did user specify DELETE or previously authorize? No, ask for authorization.
3. Are you sure you want to delete your cart? 
----

Here are endpoints you can use. Do not reference any of the endpoints above.

{endpoints}

----

User query: {query}
Plan:""""""",1
"f""""""
from langchain.chains import LLMChain
from langchain.prompts import PromptTemplate
from langchain.memory.chat_message_histories import StreamlitChatMessageHistory
from langchain.memory import ConversationBufferMemory
from langchain.chat_models import ChatOpenAI

    """"""",1
'stroke-miterlimit',0
"""plain_text""",0
"""""""
        SELECT user_id FROM Users WHERE email = ?
    """"""",1
"""""""Below is an instruction that describes a task. Write a response that appropriately completes the request.
# Instruction:
{instruction}

# Response:
""""""",1
"""product""",0
"""""""\
#compdef %(prog_name)s

%(complete_func)s() {
    local -a completions
    local -a completions_with_descriptions
    local -a response
    (( ! $+commands[%(prog_name)s] )) && return 1

    response=(""${(@f)$(env COMP_WORDS=""${words[*]}"" COMP_CWORD=$((CURRENT-1)) \
%(complete_var)s=zsh_complete %(prog_name)s)}"")

    for type key descr in ${response}; do
        if [[ ""$type"" == ""plain"" ]]; then
            if [[ ""$descr"" == ""_"" ]]; then
                completions+=(""$key"")
            else
                completions_with_descriptions+=(""$key"":""$descr"")
            fi
        elif [[ ""$type"" == ""dir"" ]]; then
            _path_files -/
        elif [[ ""$type"" == ""file"" ]]; then
            _path_files -f
        fi
    done

    if [ -n ""$completions_with_descriptions"" ]; then
        _describe -V unsorted completions_with_descriptions -U
    fi

    if [ -n ""$completions"" ]; then
        compadd -U -V unsorted -a completions
    fi
}

if [[ $zsh_eval_context[-1] == loadautofunc ]]; then
    # autoload from fpath, call function directly
    %(complete_func)s ""$@""
else
    # eval/source/. command, register function for later
    compdef %(complete_func)s %(prog_name)s
fi
""""""",1
"""OpenAI Conversational Agent""",0
"""/admin""",0
"""""""
File Names in the database:
```
{database}
```


Chat History:
```
{chat_history}
```


Verified Sources:
```
{context}
```


User: {question}
""""""",1
'units-per-em',0
"""ad_copy""",0
'🧠🛑 Disable GOD MODE',0
"""""""\
Use the following portion of a long document to see if any of the text is relevant to answer the question.
Return any relevant text verbatim.
When providing your answer, consider the timestamp, channel, user, \
and page which may not align with the original document.
Always include the permalink in your response.
----------------
{context}\
""""""",1
"""max_new_tokens""",0
'ros2',0
'id',0
"""prompt""",0
"""w""",0
"""HERE IS THE OUTCOME""",0
"f""data: {json.dumps(chunk)}\n\n""",0
"""""""You are an assistant to a human, powered by a large language model trained by OpenAI.

You are designed to be able to assist with a wide range of tasks, from answering simple questions to providing in-depth explanations and discussions on a wide range of topics. As a language model, you are able to generate human-like text based on the input you receive, allowing you to engage in natural-sounding conversations and provide responses that are coherent and relevant to the topic at hand.

You are constantly learning and improving, and your capabilities are constantly evolving. You are able to process and understand large amounts of text, and can use this knowledge to provide accurate and informative responses to a wide range of questions. You have access to some personalized information provided by the human in the Context section below. Additionally, you are able to generate your own text based on the input you receive, allowing you to engage in discussions and provide explanations and descriptions on a wide range of topics.

Overall, you are a powerful tool that can help with a wide range of tasks and provide valuable insights and information on a wide range of topics. Whether the human needs help with a specific question or just wants to have a conversation about a particular topic, you are here to assist.

Context:
{entities}

Current conversation:
{history}
Last line:
Human: {input}
You:""""""",1
'a+',0
"""""""Chain for question-answering against a vector database.""""""",0
"""""",0
"""""""{question}
    """"""",1
"""""""
        Given the LinkedIN information {information} about a person from, I wish to create the following:
            1. A short Summary
            2. Two interesting facts about them
    """"""",1
"""""""请用中文简要总结以下内容:


""{text}""


简要总结:""""""",1
'./TestOutput/captioned_image.jpg',0
"""""""
        @return something like below
        {'topics': [
            {'topic': 'Jeff Dean', 'category': 'Person', 'score': 0.8},
            {'topic': 'Verena Rieser', 'category': 'Person', 'score': 0.7},
            {'topic': 'Google', 'category': 'Company', 'score': 0.9},
            {'topic': 'DeepMind', 'category': 'Company', 'score': 0.9},
            {'topic': 'Research Scientist', 'category': 'Position', 'score': 0.8}],
         'overall_score': 0.82
        }
        """"""",0
"""Set""",0
'Milvus',0
"""""""Use this to GET content from a website.
Input to the tool should be a json string with 3 keys: ""url"", ""params"" and ""output_instructions"".
The value of ""url"" should be a string. 
The value of ""params"" should be a dict of the needed and available parameters from the OpenAPI spec related to the endpoint. 
If parameters are not needed, or not available, leave it empty.
The value of ""output_instructions"" should be instructions on what information to extract from the response, 
for example the id(s) for a resource(s) that the GET request fetches.
""""""",1
"""""""基于以下已知信息，简洁和专业的来回答用户的问题。
                                        如果无法从中得到答案，请说 ""根据已知信息无法回答该问题"" 或 ""没有提供足够的相关信息""，不允许在答案中添加编造成分，答案请使用中文。
                                        已知内容:
                                        {context}
                                        问题:
                                        {question}""""""",1
'/summarize-text',0
"""""""Begin! Remember, keep your final answers short and concise.
Reflection History: {long_term_memory}
Current Reflection: {policy}
Question: {input}
Thought:{agent_scratchpad}""""""",1
'model_name',0
"f""{self.__class__.__name__}\n\t formatting_func={self.formatting_func}""",0
"""\nPlease respond with the fixed code ONLY and no additional information. \n{format_instructions}.\n Content: {file}\n Error: {error}.""",0
'model_name',0
"""""""An AI language model has been given access to the following set of tools to help answer a user's question.

The tools given to the AI model are:
[TOOL_DESCRIPTIONS]
{tool_descriptions}
[END_TOOL_DESCRIPTIONS]

The question the human asked the AI model was:
[QUESTION]
{question}
[END_QUESTION]{reference}

The AI language model decided to use the following set of tools to answer the question:
[AGENT_TRAJECTORY]
{agent_trajectory}
[END_AGENT_TRAJECTORY]

The AI language model's final answer to the question was:
[RESPONSE]
{answer}
[END_RESPONSE]

Let's to do a detailed evaluation of the AI language model's answer step by step.

We consider the following criteria before giving a score from 1 to 5:

i. Is the final answer helpful?
ii. Does the AI language use a logical sequence of tools to answer the question?
iii. Does the AI language model use the tools in a helpful way?
iv. Does the AI language model use too many steps to answer the question?
v. Are the appropriate tools used to answer the question?""""""",1
"""""""你是一个正在跟某个人类对话的机器人.

{chat_history}
人类: {human_input}
机器人:""""""",1
"""--num-gpus""",0
